,month,SMB_month,HML_month,WML_month,RMW_month,MKT-RF_month
0,2024-12,-0.012000772821663452,0.04298489851162235,,0.016632506332698416,-0.45132646499779516
1,2024-12,-0.012000772821663452,0.04298489851162235,,0.016632506332698416,-0.45132646499779516
2,2024-12,-0.012000772821663452,0.04298489851162235,,0.016632506332698416,-0.45132646499779516
3,2024-12,-0.012000772821663452,0.04298489851162235,,0.016632506332698416,-0.45132646499779516
4,2024-12,-0.012000772821663452,0.04298489851162235,,0.016632506332698416,-0.45132646499779516
5,2024-12,-0.012000772821663452,0.04298489851162235,,0.016632506332698416,-0.45132646499779516
6,2024-12,-0.012000772821663452,0.04298489851162235,,0.016632506332698416,-0.45132646499779516
7,2024-12,-0.012000772821663452,0.04298489851162235,,0.016632506332698416,-0.45132646499779516
8,2024-12,-0.012000772821663452,0.04298489851162235,,0.016632506332698416,-0.45132646499779516
9,2024-12,-0.012000772821663452,0.04298489851162235,,0.016632506332698416,-0.45132646499779516
10,2024-12,-0.012000772821663452,0.04298489851162235,,0.016632506332698416,-0.45132646499779516
11,2024-12,-0.012000772821663452,0.04298489851162235,,0.016632506332698416,-0.45132646499779516
12,2024-12,-0.012000772821663452,0.04298489851162235,,0.016632506332698416,-0.45132646499779516
13,2024-12,-0.012000772821663452,0.04298489851162235,,0.016632506332698416,-0.45132646499779516
14,2024-12,-0.012000772821663452,0.04298489851162235,,0.016632506332698416,-0.45132646499779516
15,2024-12,-0.012000772821663452,0.04298489851162235,,0.016632506332698416,-0.45132646499779516
16,2024-12,-0.012000772821663452,0.04298489851162235,,0.016632506332698416,-0.45132646499779516
17,2024-12,-0.012000772821663452,0.04298489851162235,,0.016632506332698416,-0.45132646499779516
18,2024-12,-0.012000772821663452,0.04298489851162235,,0.016632506332698416,-0.45132646499779516
19,2024-11,0.02412625129821455,-0.05778656797864501,-0.027212615356630443,-0.030093534633106822,-0.4824996151111456
20,2024-11,0.02412625129821455,-0.05778656797864501,-0.027212615356630443,-0.030093534633106822,-0.4824996151111456
21,2024-11,0.02412625129821455,-0.05778656797864501,-0.027212615356630443,-0.030093534633106822,-0.4824996151111456
22,2024-11,0.02412625129821455,-0.05778656797864501,-0.027212615356630443,-0.030093534633106822,-0.4824996151111456
